"Vote Type (FOR=1,AGAINST=2)","County","Candidate Name","Party","Office Name","Office District","Winner","Write-In?", LEGS 37B,LEGS 47,LEGS 02A,LEGS 45,LEGS 26,LEGS 08,LEGS 28,LEGS 03B,LEGS 13,LEGS 12B,LEGS 17,LEGS 34A,LEGS 04B,LEGS 07,LEGS 29B,LEGS 34B,LEGS 21,LEGS 04A,LEGS 18,LEGS 11,LEGS 38B,LEGS 16,LEGS 19,LEGS 22,LEGS 31,LEGS 44,LEGS 20,LEGS 23A,LEGS 02C,LEGS 09B,LEGS 36,LEGS 03A,LEGS 09A,LEGS 39,LEGS 32,LEGS 43,LEGS 10,LEGS 25,LEGS 42,LEGS 29A,LEGS 12A,LEGS 14,LEGS 15,LEGS 46,LEGS 27B,LEGS 29C,LEGS 35A,LEGS 01B,LEGS 37A,LEGS 01A,LEGS 40,LEGS 41,LEGS 24,LEGS 06,LEGS 35B,LEGS 01C,LEGS 05A,LEGS 33A,LEGS 30,LEGS 33B,LEGS 27A,LEGS 05B,LEGS 38A,LEGS 23B,LEGS 02B
1,00,"Other Write-Ins",BOT,Judge Circuit Court,03,,Y,,,,,,290,,,,,,,,171,,,,,,257,,,,,,,,,,,,,,,,,186,,270,,151,,,,,,,,,,,,,177,,,,,,,,138,,,
1,22,"Daniel Patrick Dwyer",BOT,Judge Circuit Court,04,Y,,,,7741,,,,,291,,,,,,,,,,,,,,,,,,,,,4671,,,,,,,,,,,,,,,,,,,,,,,,,,,2181,,,,,,,,,6395
1,22,"John H. McDowell",BOT,Judge Circuit Court,04,Y,,,,7802,,,,,283,,,,,,,,,,,,,,,,,,,,,4613,,,,,,,,,,,,,,,,,,,,,,,,,,,2332,,,,,,,,,6496
1,00,"Other Write-Ins",BOT,Judge Circuit Court,04,,Y,,,34,,,,,4,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,26
1,02,"Alison Asti",BOT,Judge Circuit Court,05,Y,,,,,,,,,,,,,,,,,,2698,,,,,,,,18690,,,,,,,,,,17309,,,,,,,,,,,,,,,,,,,,,,,13754,17040,6335,,,,,
1,02,"Ronald H. Jarashow",BOT,Judge Circuit Court,05,,,,,,,,,,,,,,,,,,,2194,,,,,,,,11768,,,,,,,,,,10970,,,,,,,,,,,,,,,,,,,,,,,11007,17844,6234,,,,,
1,02,"Laura S. Kiessling",BOT,Judge Circuit Court,05,Y,,,,,,,,,,,,,,,,,,3306,,,,,,,,19944,,,,,,,,,,18095,,,,,,,,,,,,,,,,,,,,,,,16124,22433,8088,,,,,
1,00,"Other Write-Ins",BOT,Judge Circuit Court,05,,Y,,,,,,,,,,,,,,,,,29,,,,,,,,131,,,,,,,,,,124,,,,,,,,,,,,,,,,,,,,,,,111,161,70,,,,,
1,16,"Sharon V. Burrell",BOT,Judge Circuit Court,06,Y,,,,,,,,,,,,17007,,,,,,,,19332,,,23188,18481,,,,15304,,,,,,,15696,,,,,,,,20628,21034,,,,,,,,,,,,,,,,,,,,,,
1,16,"Cynthia Callahan",BOT,Judge Circuit Court,06,Y,,,,,,,,,,,,17097,,,,,,,,19294,,,23428,18438,,,,14966,,,,,,,15546,,,,,,,,20573,21200,,,,,,,,,,,,,,,,,,,,,,
1,16,"Richard E. Jordan",BOT,Judge Circuit Court,06,Y,,,,,,,,,,,,16307,,,,,,,,18476,,,22609,17582,,,,14379,,,,,,,14765,,,,,,,,19785,20337,,,,,,,,,,,,,,,,,,,,,,
1,16,"Cheryl A. McCally",BOT,Judge Circuit Court,06,Y,,,,,,,,,,,,16611,,,,,,,,18794,,,22986,17841,,,,14604,,,,,,,15063,,,,,,,,20141,20680,,,,,,,,,,,,,,,,,,,,,,
1,16,"Joseph M. Quirk",BOT,Judge Circuit Court,06,Y,,,,,,,,,,,,15969,,,,,,,,18045,,,22397,17121,,,,13942,,,,,,,14293,,,,,,,,19143,19894,,,,,,,,,,,,,,,,,,,,,,
1,16,"Steven G. Salant",BOT,Judge Circuit Court,06,Y,,,,,,,,,,,,15832,,,,,,,,17910,,,22307,16895,,,,13947,,,,,,,14236,,,,,,,,19061,19759,,,,,,,,,,,,,,,,,,,,,,
1,00,"Other Write-Ins",BOT,Judge Circuit Court,06,,Y,,,,,,,,,,,314,,,,,,,,362,,,413,356,,,,265,,,,,,,319,,,,,,,,331,472,,,,,,,,,,,,,,,,,,,,,,
1,05,"Warren J. Krug",BOT,Judge Circuit Court,07,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9700,6993,,,,,,,,,,,,,,,3153,,,,
1,00,"Other Write-Ins",BOT,Judge Circuit Court,07,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,68,,,,,,,,,,,,,,,8,,,,
1,09,"Helen Ina Harrington",BOT,Judge Circuit Court,07,Y,,,,,,,,27987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,660,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Other Write-Ins",BOT,Judge Circuit Court,07,,Y,,,,,,,203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,
1,17,"Leo E. Green, Jr.",BOT,Judge Circuit Court,07,Y,,,9550,,,16971,,,,,,,,,,,,11069,,,,,,,13286,,,,14638,,,,,,,,,,17500,,,,,,,,,,,,,,,14839,,,,,,,,15282,,,8293,
1,17,"C. Philip Nichols, Jr.",BOT,Judge Circuit Court,07,Y,,,8720,,,15756,,,,,,,,,,,,10673,,,,,,,12283,,,,11893,,,,,,,,,,16309,,,,,,,,,,,,,,,13900,,,,,,,,14204,,,7089,
1,17,"Michael R. Pearson",BOT,Judge Circuit Court,07,Y,,,8983,,,16226,,,,,,,,,,,,10624,,,,,,,12489,,,,11983,,,,,,,,,,16835,,,,,,,,,,,,,,,14429,,,,,,,,14473,,,7202,
1,17,"Beverly J. Woodard",BOT,Judge Circuit Court,07,Y,,,9645,,,17554,,,,,,,,,,,,11127,,,,,,,13232,,,,13059,,,,,,,,,,18565,,,,,,,,,,,,,,,15521,,,,,,,,15899,,,7958,
1,00,"Other Write-Ins",BOT,Judge Circuit Court,07,,Y,,76,,,91,,,,,,,,,,,,96,,,,,,,116,,,,118,,,,,,,,,,60,,,,,,,,,,,,,,,50,,,,,,,,86,,,61,
1,03,"Videtta A. Brown",BOT,Judge Circuit Court,08,Y,,,,,14732,,,,,,,,,,,,,,,,,,,,,,10843,,,,,,,,,,16138,,,,,,,,11299,,,,,,,13159,15894,,,,,,,,,,,,,
1,03,"Lawrence P. Fletcher-Hill",BOT,Judge Circuit Court,08,Y,,,,,11935,,,,,,,,,,,,,,,,,,,,,,8341,,,,,,,,,,13796,,,,,,,,10296,,,,,,,11059,13483,,,,,,,,,,,,,
1,03,"Stephen J. Sfekas",BOT,Judge Circuit Court,08,Y,,,,,11355,,,,,,,,,,,,,,,,,,,,,,7892,,,,,,,,,,13266,,,,,,,,10784,,,,,,,10563,12626,,,,,,,,,,,,,
1,03,"Marcus Z. Shar",BOT,Judge Circuit Court,08,Y,,,,,10455,,,,,,,,,,,,,,,,,,,,,,7207,,,,,,,,,,12606,,,,,,,,9555,,,,,,,9987,12433,,,,,,,,,,,,,
1,03,"Martin P. Welch",BOT,Judge Circuit Court,08,Y,,,,,11469,,,,,,,,,,,,,,,,,,,,,,8221,,,,,,,,,,13708,,,,,,,,10550,,,,,,,11381,13231,,,,,,,,,,,,,
1,00,"Other Write-Ins",BOT,Judge Circuit Court,08,,Y,,,,132,,,,,,,,,,,,,,,,,,,,,,106,,,,,,,,,,120,,,,,,,,176,,,,,,,151,199,,,,,,,,,,,,,
1,00,"Glenn T. Harrell, Jr.",BOT,Appellate Judge,04,Y,,,10942,,,19821,,,,,,,,,,,,11555,,,,,,,14589,,,,14681,,,,,,,,,,20927,,,,,,,,,,,,,,,17840,,,,,,,,17335,,,8789,
2,00,"Glenn T. Harrell, Jr.",BOT,Appellate Judge,04,Y,,,979,,,1766,,,,,,,,,,,,1552,,,,,,,1594,,,,1941,,,,,,,,,,1573,,,,,,,,,,,,,,,1216,,,,,,,,1722,,,788,
1,00,"Mary Ellen Barbera",BOT,Appellate Judge,07,Y,,,,,,,,,,,,18091,,,,,,,,20327,,,24436,19680,,,,15956,,,,,,,16458,,,,,,,,21608,22035,,,,,,,,,,,,,,,,,,,,,,
2,00,"Mary Ellen Barbera",BOT,Appellate Judge,07,Y,,,,,,,,,,,,2599,,,,,,,,2537,,,2922,3091,,,,1371,,,,,,,3038,,,,,,,,4078,4135,,,,,,,,,,,,,,,,,,,,,,
1,00,"Peter B. Krauser",BOT,Judge Spec Appeal at Lg,,Y,,17292,10956,8324,13938,19453,22862,26503,10391,25953,8313,17673,15688,9057,23902,8733,8119,16170,16753,19787,28166,17920,24033,19246,14295,22481,10126,15511,14392,4942,9853,23921,15039,19548,16061,21795,15520,23411,20295,23071,8430,14499,21120,21514,12116,8455,8075,20030,6974,6045,6535,12815,15179,17243,16586,9675,6134,17393,18842,25605,9132,20108,10566,7312,8675,6951
2,00,"Peter B. Krauser",BOT,Judge Spec Appeal at Lg,,Y,,3187,1141,1356,2568,2235,6267,4972,2024,4387,1159,2729,3958,2110,7082,1721,2174,2487,3260,2707,5419,3295,3065,3224,1770,7016,1725,1507,2138,858,2333,5458,2550,4323,3191,5789,2240,3596,1977,4993,1721,3687,4248,4353,2672,1493,1536,5665,1231,1009,1447,1919,2287,1596,5369,2190,1232,4409,4719,5986,2365,2520,3285,1571,926,1281
1,00,"Albert J. Matricciani, Jr.",BOT,Judge Spec Appeal at Lg,,Y,,16909,10769,8135,15337,19243,22763,26230,10175,25473,8156,17562,15530,8920,23934,8639,7947,16073,16459,19689,28164,17560,23873,19112,14206,22125,11420,15325,14339,4855,9755,23492,14823,19394,15909,21703,16801,23144,20051,24123,8269,14442,21074,21424,12993,8419,8025,19574,6792,5882,6260,14015,16726,17065,16474,9416,6060,16500,18601,25401,9012,19874,10841,7147,8611,6767
2,00,"Albert J. Matricciani, Jr.",BOT,Judge Spec Appeal at Lg,,Y,,3416,1206,1419,2713,2259,6304,4964,2096,4646,1215,2695,3951,2185,7073,1716,2236,2508,3364,2643,5460,3320,3008,3189,1760,7160,1850,1562,2068,885,2351,5564,2599,4405,3228,5952,2340,3856,2079,4648,1705,3655,4139,4236,2789,1485,1555,5650,1319,1079,1510,2046,2454,1623,5328,2147,1313,4501,4745,6137,2395,2561,3147,1647,959,1359
1,00,"Alexander Wright, Jr.",BOT,Judge Spec Appeal at Lg,,Y,,17107,11027,8457,15392,19954,22492,26339,10234,25571,8079,17456,15565,8982,23518,8645,7941,16144,16592,19496,28182,17349,23787,19071,14355,22229,11619,15377,14550,5017,9722,23676,14914,19252,16026,21782,16854,23814,20657,23659,8225,14257,21025,21365,12669,8131,7863,19334,6736,5987,6316,14144,16857,17433,16395,9271,6164,16440,18464,25212,8912,20312,10505,7165,8821,7051
2,00,"Alexander Wright, Jr.",BOT,Judge Spec Appeal at Lg,,Y,,3099,916,1245,2354,1608,6155,4295,1981,4316,1148,2627,3774,2064,6969,1623,2151,2276,3173,2597,5110,3293,2927,3046,1555,6903,1504,1369,1827,792,2290,5262,2445,4373,3004,5712,1972,3160,1402,4658,1624,3657,4019,4119,2772,1456,1458,5616,1276,950,1398,1668,2075,1135,5188,2173,1200,4423,4673,6044,2389,2117,3197,1533,708,1216
1,00,"Christopher B. Kehoe",BOT,Judge Spec Appeals,01,Y,,17685,,,,,,,,,,,249,,,,7905,,,,,17218,,,,,,,,,,23497,,,,,,,,,,,,,,,,,,5806,,,,,,,,,,,,,,6984,,
2,00,"Christopher B. Kehoe",BOT,Judge Spec Appeals,01,Y,,2971,,,,,,,,,,,57,,,,2182,,,,,3259,,,,,,,,,,5274,,,,,,,,,,,,,,,,,,1006,,,,,,,,,,,,,,1554,,
1,00,"Kathryn Grill Graeff",BOT,Judge Spec Appeals,03,Y,,,,8127,,,,,10197,25535,8110,,,8847,,,,,16614,,,,,,,,,,,4895,9661,,14907,19344,,,,,,,,3415,,,,,,,6721,,6255,,,,,,6036,16486,,,,,,,,6760
2,00,"Kathryn Grill Graeff",BOT,Judge Spec Appeals,03,Y,,,,1338,,,,,1958,4231,1108,,,2053,,,,,3111,,,,,,,,,,,794,2205,,2409,4264,,,,,,,,690,,,,,,,1256,,1343,,,,,,1204,4299,,,,,,,,1252
1,05,"Nova Tracy-Soper",REP,Treasurer,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10486,7561,,,,,,,,,,,,,,,3628,,,,
1,05,"Other Write-Ins",BOT,Treasurer,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,64,,,,,,,,,,,,,,,4,,,,
1,08,"Pamela R. Howard",DEM,Treasurer,,,,,,,,,,,,,,,188,,,,5860,,,,,,,,,,,,,,,6144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,08,"Bill Feehley",REP,Treasurer,,Y,,,,,,,,,,,,,174,,,,6793,,,,,,,,,,,,,,,5593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,08,"Other Write-Ins",BOT,Treasurer,,,Y,,,,,,,,,,,,1,,,,4,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,19,"Jannette P. Norris",DEM,Treasurer,,Y,,,,,,,,,,,,,,,,10084,,,,,,,,,,,,,,,,,,,,,,,,,9153,,,,,,2202,,,,,,,,,,,,,,,,,,,
1,19,"Other Write-Ins",BOT,Treasurer,,,Y,,,,,,,,,,,,,,,146,,,,,,,,,,,,,,,,,,,,,,,,,88,,,,,,27,,,,,,,,,,,,,,,,,,,
1,20,"Charles L. Muir",DEM,Treasurer,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3411,,
1,20,"Keith Tyler Muir",REP,Treasurer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2611,,
1,20,"Other Write-Ins",BOT,Treasurer,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,
1,22,"Todd L. Hershey",DEM,Treasurer,,Y,,,,9477,,,,,361,,,,,,,,,,,,,,,,,,,,,5890,,,,,,,,,,,,,,,,,,,,,,,,,,,2728,,,,,,,,,7986
1,22,"Other Write-Ins",BOT,Treasurer,,,Y,,,82,,,,,10,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,69
1,01,"Michael O. Twigg",REP,State's Attorney,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9230,,2133,,,,,,5074,,,,,,,,,
1,01,"Other Write-Ins",BOT,State's Attorney,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,5,,,,,,24,,,,,,,,,
1,02,"Frank R. Weathersbee",DEM,State's Attorney,,Y,,,,,,,,,,,,,,,,,,3610,,,,,,,,16057,,,,,,,,,,17497,,,,,,,,,,,,,,,,,,,,,,,13055,20826,6444,,,,,
1,02,"Eric Grannon",REP,State's Attorney,,,,,,,,,,,,,,,,,,,,2053,,,,,,,,18108,,,,,,,,,,14595,,,,,,,,,,,,,,,,,,,,,,,15818,17779,7900,,,,,
1,02,"Other Write-Ins",BOT,State's Attorney,,,Y,,,,,,,,,,,,,,,,,7,,,,,,,,25,,,,,,,,,,26,,,,,,,,,,,,,,,,,,,,,,,23,36,8,,,,,
1,03,"Gregg L. Bernstein",DEM,State's Attorney,,Y,,,,,19166,,,,,,,,,,,,,,,,,,,,,,14080,,,,,,,,,,20857,,,,,,,,16735,,,,,,,17544,20990,,,,,,,,,,,,,
1,03,"Other Write-Ins",BOT,State's Attorney,,,Y,,,,186,,,,,,,,,,,,,,,,,,,,,,124,,,,,,,,,,225,,,,,,,,153,,,,,,,184,254,,,,,,,,,,,,,
1,04,"Scott Shellenberger",DEM,State's Attorney,,Y,,,,,,,17656,,,,,,,,11401,,,,,,26148,,,,,,,,,,,,,,,,,26031,,18026,,7774,,,,,,,,,,,,,12623,,,,,,,,6083,,,
1,04,"Stephen Steve E. Bailey",REP,State's Attorney,,,,,,,,,16651,,,,,,,,15344,,,,,,13868,,,,,,,,,,,,,,,,,5025,,16400,,9004,,,,,,,,,,,,,12522,,,,,,,,11143,,,
1,04,"Other Write-Ins",BOT,State's Attorney,,,Y,,,,,,29,,,,,,,,16,,,,,,32,,,,,,,,,,,,,,,,,24,,15,,17,,,,,,,,,,,,,20,,,,,,,,8,,,
1,05,"Laura L. Martin",REP,State's Attorney,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10293,7386,,,,,,,,,,,,,,,3601,,,,
1,05,"Other Write-Ins",BOT,State's Attorney,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,64,,,,,,,,,,,,,,,8,,,,
1,06,"Jonathan G. Newell",REP,State's Attorney,,Y,,3691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,06,"Other Write-Ins",BOT,State's Attorney,,,Y,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,07,"Jerry F. Barnes",REP,State's Attorney,,Y,,,,,,,,,,,,,,10385,,,,,,,,,,,,,,,,,12853,,,,,,,,,,,,,,,,,,,,,,,,,,,22669,,,,,,,,
1,07,"Other Write-Ins",BOT,State's Attorney,,,Y,,,,,,,,,,,,,80,,,,,,,,,,,,,,,,,84,,,,,,,,,,,,,,,,,,,,,,,,,,,192,,,,,,,,
1,08,"Christopher J. Eastridge",DEM,State's Attorney,,,,,,,,,,,,,,,158,,,,4656,,,,,,,,,,,,,,,4840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,08,"Ellis Rollins, III",REP,State's Attorney,,Y,,,,,,,,,,,,,204,,,,7888,,,,,,,,,,,,,,,6917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,08,"Other Write-Ins",BOT,State's Attorney,,,Y,,,,,,,,,,,,0,,,,6,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,09,"Anthony Tony Covington",DEM,State's Attorney,,Y,,,,,,,,29961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,637,,,,,,,,,,,,,,,,,,,,,,,,,
1,09,"Other Write-Ins",BOT,State's Attorney,,,Y,,,,,,,359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,
1,10,"William H. Jones",DEM,State's Attorney,,Y,,5090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1840,,,,,,,,,,,,,,,,
1,10,"Other Write-Ins",BOT,State's Attorney,,,Y,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,
1,11,"Charlie Smith",REP,State's Attorney,,Y,,,,,,,,,12120,,,,,1696,,,,,21375,,,,,,,,,,,,,,16037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,11,"Other Write-Ins",BOT,State's Attorney,,,Y,,,,,,,,132,,,,,18,,,,,167,,,,,,,,,,,,,,266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,12,"Lisa Thayer Welch",REP,State's Attorney,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6269,,,,,,,,,,,,,,,
1,12,"Other Write-Ins",BOT,State's Attorney,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132,,,,,,,,,,,,,,,
1,13,"Joseph I. Cassilly",REP,State's Attorney,,Y,,,,,,,,,,,,,16631,,8814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26829,,,,,,,,11814,,,,,,,,,,
1,13,"Other Write-Ins",BOT,State's Attorney,,,Y,,,,,,,,,,,,229,,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170,,,,,,,,94,,,,,,,,,,
1,14,"Dario J. Broccolino",DEM,State's Attorney,,Y,,,,,,,,,,28196,9137,,,,,,,,,,,,,,,,,,,,,,,20044,,,,,,,,3624,,,,,,,,,,,,,,,,,,,,,,,,
1,14,"Other Write-Ins",BOT,State's Attorney,,,Y,,,,,,,,,409,103,,,,,,,,,,,,,,,,,,,,,,,470,,,,,,,,63,,,,,,,,,,,,,,,,,,,,,,,,
1,15,"Robert H. Strong, Jr.",DEM,State's Attorney,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,15,"Other Write-Ins",BOT,State's Attorney,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,16,"John McCarthy",DEM,State's Attorney,,Y,,,,,,,,,,,,20300,,,,,,,,23316,,,27940,21813,,,,18724,,,,,,,18453,,,,,,,,23742,24172,,,,,,,,,,,,,,,,,,,,,,
1,16,"Other Write-Ins",BOT,State's Attorney,,,Y,,,,,,,,,,,241,,,,,,,,199,,,267,238,,,,109,,,,,,,236,,,,,,,,337,376,,,,,,,,,,,,,,,,,,,,,,
1,17,"Angela Alsobrooks",DEM,State's Attorney,,Y,,,12920,,,22983,,,,,,,,,,,,13567,,,,,,,16633,,,,16304,,,,,,,,,,24020,,,,,,,,,,,,,,,20367,,,,,,,,19830,,,10145,
1,17,"Other Write-Ins",BOT,State's Attorney,,,Y,,53,,,61,,,,,,,,,,,,179,,,,,,,82,,,,127,,,,,,,,,,65,,,,,,,,,,,,,,,28,,,,,,,,107,,,40,
1,18,"Lance Richardson",DEM,State's Attorney,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,18,"Other Write-Ins",BOT,State's Attorney,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,19,"John Mattingly",DEM,State's Attorney,,,,,,,,,,,,,,,,,,4753,,,,,,,,,,,,,,,,,,,,,,,,,4124,,,,,,867,,,,,,,,,,,,,,,,,,,
1,19,"Richard D. Fritz",REP,State's Attorney,,Y,,,,,,,,,,,,,,,,7491,,,,,,,,,,,,,,,,,,,,,,,,,7229,,,,,,1804,,,,,,,,,,,,,,,,,,,
1,19,"Other Write-Ins",BOT,State's Attorney,,,Y,,,,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,,11,,,,,,,,,,,,,,,,,,,
1,20,"Kristy M. Hickman",DEM,State's Attorney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2847,,
1,20,"Dan Powell",REP,State's Attorney,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3209,,
1,20,"Other Write-Ins",BOT,State's Attorney,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,
1,21,"Scott G. Patterson",DEM,State's Attorney,,Y,,8004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,21,"Other Write-Ins",BOT,State's Attorney,,,Y,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22,"Charles P. Strong, Jr.",REP,State's Attorney,,Y,,,,10205,,,,,385,,,,,,,,,,,,,,,,,,,,,5584,,,,,,,,,,,,,,,,,,,,,,,,,,,3196,,,,,,,,,8656
1,22,"Other Write-Ins",BOT,State's Attorney,,,Y,,,42,,,,,3,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,35
1,23,"W. Seth Mitchell",DEM,State's Attorney,,,,1037,,,,,,,,,,,,,,,,,,,,2872,,,,,,,,,,,,,,,,,,,,,,,,,,,,3157,,,,,,,,,,,,,,1628,,
1,23,"Matthew A. Maciarello",REP,State's Attorney,,Y,,2314,,,,,,,,,,,,,,,,,,,,5799,,,,,,,,,,,,,,,,,,,,,,,,,,,,3036,,,,,,,,,,,,,,3313,,
1,23,"Other Write-Ins",BOT,State's Attorney,,,Y,9,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,6,,
1,24,"Joel J. Todd",DEM,State's Attorney,,,,,,,,,,,,,,,,,,,,,,,,8248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,24,"Beau Oglesby",REP,State's Attorney,,Y,,,,,,,,,,,,,,,,,,,,,,8357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,24,"Other Write-Ins",BOT,State's Attorney,,,Y,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,01,"Dawne Lindsey",REP,Clerk Circuit Court,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9696,,2316,,,,,,5241,,,,,,,,,
1,01,"Other Write-Ins",BOT,Clerk Circuit Court,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,3,,,,,,12,,,,,,,,,
1,02,"Robert P. Duckworth",REP,Clerk Circuit Court,,Y,,,,,,,,,,,,,,,,,,3946,,,,,,,,29077,,,,,,,,,,25399,,,,,,,,,,,,,,,,,,,,,,,24022,31692,11893,,,,,
1,02,"Other Write-Ins",BOT,Clerk Circuit Court,,,Y,,,,,,,,,,,,,,,,,69,,,,,,,,185,,,,,,,,,,305,,,,,,,,,,,,,,,,,,,,,,,131,248,62,,,,,
1,03,"Frank M. Conaway",DEM,Clerk Circuit Court,,Y,,,,,19121,,,,,,,,,,,,,,,,,,,,,,14486,,,,,,,,,,20447,,,,,,,,15243,,,,,,,17322,20763,,,,,,,,,,,,,
1,03,"Sarah Matthews",DEM,Clerk Circuit Court,,,Y,,,,113,,,,,,,,,,,,,,,,,,,,,,22,,,,,,,,,,22,,,,,,,,9,,,,,,,29,17,,,,,,,,,,,,,
1,03,"Other Write-Ins",BOT,Clerk Circuit Court,,,Y,,,,103,,,,,,,,,,,,,,,,,,,,,,57,,,,,,,,,,110,,,,,,,,178,,,,,,,144,141,,,,,,,,,,,,,
1,04,"Julie Ensor",DEM,Clerk Circuit Court,,Y,,,,,,,17371,,,,,,,,11229,,,,,,26014,,,,,,,,,,,,,,,,,26384,,17731,,8210,,,,,,,,,,,,,13036,,,,,,,,6578,,,
1,04,"Richard J. Reinhardt, II",REP,Clerk Circuit Court,,,,,,,,,16383,,,,,,,,15153,,,,,,13497,,,,,,,,,,,,,,,,,4489,,15953,,8172,,,,,,,,,,,,,11951,,,,,,,,10468,,,
